Listing ID,Listing Name,Listing Sync,Show Listing,Listing Status,PMS Name,Base Price,Recommended Base Price,Min Price,Max Price,Bedroom Count,City,Customization Group,Customization Sub Group,Tags,Total Occupancy ( Next 60 Days ),Total Occupancy ( Next 90 Days ),Nights Booked ( Past 7 Days ),Nights Booked ( Past 15 Days )
113415,"Lewis Anderson 2691 (SCounty) -- Sevierville Tiny Home w/ Hot Tub, Fire Pit & Grill",TRUE,TRUE,available,hostaway,90,Unavailable,65,,1,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,BlessedCleaningTyler,Group 3,HA1,Junior,Katie,NotKnox,Safely,SCounty,3-4BR,Blake,Dandridge,tinyhome,hottub,1bdr,4guest,OB6/16/22; vrbo:2953739; airbnb:650538691117041252",47 %,31 %,0,12
113999,"Gregg VanHorn 4783 (BC) -- Quietside Cabin- Grill, Fire Pit, Fireplace!",TRUE,TRUE,available,hostaway,145,143.0,98,,4,Walland,1-4BR Cabins / House,3-4 Bedrooms,"BC,EasyBNBAmanda,Group 2,HA1,Junior,Katie,Safely,3-4BR,SCounty,1-2BR Cabin,NotKnox,Summer,Townsend,Melrose,theater,4bdr,15guest,OB6/23/22,High 3-4BR; vrbo:2886635",28 %,19 %,0,3
114919,"Stephen Fu 2107 (GAT) -- Serenity View- FirePit, Game Room, Community Pools",TRUE,TRUE,available,hostaway,190,189.0,100,,4,Gatlinburg,1-4BR Cabins / House,3-4 Bedrooms,"BlessedCleaningTyler,GAT,Group 2,HA1,NotKnox,Safely,Summer,SCounty,1-2BR Cabin,3-4BR,Group 1,4BDR,14Guest,hottub,gameroom,OB7/1/22,Normal,Low 3-4BR; vrbo:2969342",87 %,76 %,5,11
117916,"Ankur Sharma 4907 (SCounty) · Gatlin-Barn - Secluded, Hot Tub, & Game Room! -- Gatlin-Barn - Secluded, Hot Tub, & Game Room!",FALSE,TRUE,hidden,hostaway,180,Unavailable,99,,3,Gatlinburg,,,"Pittman Center,hottub,3BDR,16guest,OB 7/28/22,Junior,Low 3-4BR; vrbo:2951860",100 %,100 %,0,0
118217,Brian Hopp 3163 (SCounty) -- Hopp On Inn - Secluded 3BR Home!,TRUE,TRUE,available,hostaway,120,123.0,80,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"BlessedCleaningTyler,Group 3,Junior,Katie,Pet,Safely,SCounty,3-4BR,HA3,1-2BR Cabin,Group 2,Kyle,NotKnox,3bdr,dandridge,7guest,OB8/9/22,Normal; vrbo:2974987; airbnb:985391061442240020",68 %,46 %,18,22
122798,"Larry Burton 725 (SCounty) -- Forest Home - Hot Tub, Fire Pit & Pool Table!",TRUE,TRUE,available,hostaway,170,168.0,100,,3,Pigeon Forge,1-4BR Cabins / House,3-4 Bedrooms,"Group 3,HA1,Junior,Lily,NotKnox,Safely,SCounty,TendwellCleaning,FleurishAlicia,3-4BR,1-2BR Cabin,Blake,Feedback,PF,3BDR,9guest,hottub,gameroom,OB9/15/22,Med 3-4BR; vrbo:3032568; airbnb:714369328514475453",77 %,52 %,6,20
122943,"Jana Baumann 2613 (SCounty) -- Honey Bear Hollow - Hot Tub, Fire Place, Game Room",TRUE,TRUE,available,hostaway,200,183.0,100,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"Group 1,HA1,Katie,NotKnox,Pet,Safely,SCounty,TendwellCleaning,Summer,3-4BR,1-2BR Cabin,Group 2,MagicleanAnya,PF,Wears Valley,3BDR,6Guest,View,Hottub,OB9/14/22,Junior,High 3-4BR; vrbo:3010992; airbnb:715138922022989022",92 %,94 %,0,9
124201,"William Endres 316 (PF) · Huckleberry Lodge-Indoor Pool, Hot Tub, Game Room -- Huckleberry Lodge-Indoor Pool, Hot Tub, Game Room",FALSE,TRUE,hidden,hostaway,425,Unavailable,199,,4,Pigeon Forge,,,"PF,4BDR,13guests,indoor pool,hottub,OB9/22/22,Key",100 %,100 %,0,0
125166,Eric Adams 814 (SCounty) -- Pet-friendly Rustic Cabin w/ Game Room and Deck,TRUE,TRUE,available,hostaway,235,Unavailable,95,,3,Pigeon Forge,1-4BR Cabins / House,3-4 Bedrooms,"BlessedCleaningTyler,Group 2,HA1,NotKnox,Pet,Regina,Safely,SCounty,3-4BR,1-2BR Cabin,Blake,Feedback,Kyle,PF,McCookville,3BDR,8Guest,hottub,OB9/29/22,Normal,Low 3-4BR; vrbo:3042527; airbnb:1115808723347563707",63 %,63 %,9,9
130957,Joey Henshaw 2420 (SCounty) -- A Shining Starr - Beautiful MTN Views & Hot Tub!,TRUE,TRUE,available,hostaway,260,248.0,110,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,BlessedCleaningTyler,Group 2,HA4,Katie,NORMAL,NotKnox,Safely,SCounty,3-4BR,Kyle,PF,2bdr,8guest,view,hottub,OB11/9/22,Normal; vrbo:3317592; airbnb:934721359395176379",72 %,67 %,2,13
133425,"Mary Bierds 3215-503 (PF) -- Dolly Dreams - Fireplace, Minutes to Dollywood!",TRUE,TRUE,available,hostaway,125,129.0,80,,2,Pigeon Forge,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Condo,BlessedCleaningTyler,Group 3,HA1,Junior,Lily,NotKnox,PF,Safely,SCounty,1-2BR Cabin,3-4BR,Summer,2BDR,6guest,Community,OB12/2/22; vrbo:3155578; airbnb:766554142815397774",62 %,50 %,7,18
139937,"Dylan Robinson 3734 (PF) -- Honeycomb Hollow - View, Hot Tub, Pool & Game Room",TRUE,TRUE,available,hostaway,340,347.0,110,,4,Pigeon Forge,1-4BR Cabins / House,3-4 Bedrooms,"BlessedCleaningTyler,Group 1,HA4,NotKnox,Pet,PF,Safely,Summer,3-4BR,SCounty,1-2BR Cabin,4BDR,14guest,hottub,indoor pool,gameroom,OB02/22/23,Key,Med 3-4BR; vrbo:3283706; airbnb:838321119954708594",88 %,73 %,0,0
139943,"Dylan Robinson 3738 (PF) -- Modern Cabin w/ Indoor Pool, MTN View, & Game Room",TRUE,TRUE,available,hostaway,335,332.0,110,,4,Pigeon Forge,1-4BR Cabins / House,3-4 Bedrooms,"BlessedCleaningTyler,Group 1,HA4,NotKnox,Pet,PF,Safely,Summer,3-4BR,SCounty,1-2BR Cabin,4BDR,14guest,hottub,indoor pool,ganeroom,OB02/22/23,Key,Low 3-4BR; vrbo:3283707; airbnb:838359014728544347",77 %,68 %,13,13
141714,"Chris Elkendier 1622 (SCounty) -- 3 Pines Lodges: Luxury, Mountain View, & Hot Tub!",TRUE,TRUE,available,hostaway,340,341.0,110,,4,Sevierville,1-4 BR with MINIMUM REQUESTS,,"Group 1,HA1,NotKnox,Safely,SCounty,Summer,TendwellCleaning,BlessedCleaningTyler,3-4BR,1-2BR Cabin,Andrew,Servierville,4bdr,12guest,hottub,gameroom,view,OB1/18/23,Top,Med 3-4BR; vrbo:3268539; airbnb:807159669639907523",80 %,67 %,3,3
142112,Ashley May 1619 (SCounty) -- Home Sweet Hideaway - Retreat Near Pigeon Forge!,TRUE,TRUE,available,hostaway,150,147.0,90,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 1,HA1,NotKnox,Safely,SCounty,Summer,TendwellCleaning,FleurishAlicia,3-4BR,2BDR,8guest,hottub,pooltable,OB1/23/23,Sevierville,Key; vrbo:3234991; airbnb:808637287041917616",87 %,69 %,2,7
142770,Hali Hoag 435 (KCity) -- Blue Valley Inn - Hot Tub & Spacious Play Area!,TRUE,TRUE,available,hostaway,200,192.0,114,,2,Knoxville,Knox All listing,Knox 1-2BR,"1-2BR Cabin,Group 3,HA2,KCity,MadersCleaningTeresa,Regina,Safely,KnoxStaytion,SCounty,3-4BR,Kyle,NotKnox,Knox,2BDR,6guest,hottub,OB2/01/23,Junior; vrbo:3253856; airbnb:812357148328407464",37 %,24 %,0,13
146019,John Bryan 4144 (SCounty) -- Grands Mountain House: New Build w/ Private Pool,TRUE,TRUE,available,hostaway,505,467.0,240,,5,Sevierville,5-6 Bedrooms,,"5-6BR,BlessedCleaningTyler,Group 1,HA1,NotKnox,Safely,SCounty,Summer,1-2BR Cabin,3-4BR,Andrew,WearsValley,5BDR,14guest,hottub,view,OB02/16/23,theatre,Indoor Private Pool,Key; vrbo:3345421; airbnb:825945963142008441",67 %,54 %,5,13
146058,Lindsey Hatcher 129 (KCity) -- Jackson Jewel - Downtown Suite,TRUE,TRUE,available,hostaway,190,177.0,90,,1,Knoxville,Knox All listing,Knox 1-2BR,"1-2BR Condo,EasyBNBAmanda,Group 2,HA1,KCity,Regina,Safely,KnoxStaytion,SCounty,1-2BR Cabin,3-4BR,Group 3,Kyle,NotKnox,1BDR,2guest,KNOX,downtowm,OB03/17/23,Junior; vrbo:3320748; airbnb:902083538627159806",22 %,14 %,7,12
146815,"Jay Hwang 3708 (SCounty) -- Hillside Haven: MTN Views, Indoor Pool & Starlink",TRUE,TRUE,available,hostaway,400,389.0,205,,6,Pigeon Forge,5-6 Bedrooms,,"5-6BR,BlessedCleaningTyler,Group 1,HA1,NotKnox,Pet,Safely,SCounty,Summer,1-2BR Cabin,3-4BR,PF,6BDR,17guest,hottub,view,OB02/27/23,indoor pool,Top; vrbo:3298964; airbnb:1091259539950120730",82 %,63 %,4,4
147152,"Kathleen Atkins 123 (SCounty) -- Smoky's Landing - Disc Golf, Game Room & Hot Tub",TRUE,TRUE,available,hostaway,205,201.0,100,,3,Seymour,1-4BR Cabins / House,3-4 Bedrooms,"BlessedCleaningTyler,Group 2,HA1,NotKnox,Regina,Safely,SCounty,3-4BR,1-2BR Cabin,Kyle,Seymour,3BDR,12guest,gameroom,OB02/27/23,Normal,High 3-4BR; vrbo:3291741; airbnb:831080266731261958",62 %,47 %,0,9
151631,Leigh Burch 116-105 (KCity) -- Historic Downtown Loft with Modern Flare,TRUE,TRUE,available,hostaway,316,313.0,134,,4,Knoxville,Knox All listing,Knox 1-2BR,"EasyBNBAmanda,Group 2,HA2,KCity,Regina,Safely,KnoxStaytion,3-4BR,SCounty,1-2BR Cabin,Kyle,leigh,NotKnox,Knox,4bdr,11guest,downtown,OB04/12/23,Normal; vrbo:3370367; airbnb:918790291148170789",42 %,33 %,1,7
151677,Heidi Hutchinson 124-1104 (PF) -- Mountain Retreat Condo-View & Community Amenities,FALSE,TRUE,hidden,hostaway,120,125.0,68,,1,Pigeon Forge,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Condo,BlessedCleaningTyler,Group 2,HA1,Junior,Katie,NotKnox,PF,Safely,SCounty,1-2BR Cabin,3-4BR,Blake,Group 3,Kyle,1BDR,4guest,view,OB04/12/23; vrbo:3383423; airbnb:918780879699502169",100 %,100 %,0,0
153098,Craig Sims 196 (BC) -- The Peaceful Perch-Fireplace & Community Amenities,TRUE,TRUE,available,hostaway,250,226.0,110,,4,Townsend,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,BC,Group 1,HA1,NotKnox,Safely,Summer,SCounty,1-2BR Cabin,Group 2,TendwellCleaning,MaidTooPerfectionJessica,Townsend,4bdr,11guest,OB04/24/23,Normal,High 3-4BR; vrbo:3436663; airbnb:852844338903011004",73 %,63 %,3,15
162886,Mehrnaz Mortazavi 1909 (SCounty) -- Sweet Honey Lodge - Newly Built Luxury Escape,TRUE,TRUE,available,hostaway,170,167.0,90,,2,Sevierville,1-4 BR with MINIMUM REQUESTS,,"1-2BR Cabin,BlessedCleaningTyler,Group 2,HA1,Katie,NORMAL,NotKnox,Safely,SCounty,3-4BR,Summer,PF,2BDR,7guest,hottub,OB05/03/23,Normal,Watchlist; vrbo:3402341; airbnb:879527491565453660",58 %,39 %,6,6
164434,"Mike Griffith 1036 (SCounty) -- Timber Woods Lodge-View, Hot Tub,Game-Theater Room",TRUE,TRUE,available,hostaway,275,269.0,105,,3,Sevierville,1-4 BR with MINIMUM REQUESTS,,"Group 2,HA1,NotKnox,Safely,SCounty,Summer,TendwellCleaning,FleurishAlicia,3-4BR,1-2BR Cabin,PF,3BDR,12guest,hottub,OB05/16/23,Normal,Med 3-4BR; vrbo:3428578; airbnb:884631884483500663",80 %,77 %,0,3
165391,Judy Lochner 1950 (JC) · The Happy Camper: A Peaceful Retreat -- The Happy Camper: Retreat & Boat Trailer Parking,FALSE,TRUE,hidden,hostaway,112,Unavailable,69,,2,Dandridge,,,"2BDR,RV,lake,OB05/17/23,Junior",100 %,100 %,0,0
166224,"Corby Leach 1547 (SCounty) -- Above It All -MTN View, Hot Tub, Game-Theater Room",TRUE,TRUE,available,hostaway,300,293.0,100,,4,Sevierville,1-4 BR with MINIMUM REQUESTS,,"Group 1,HA1,NotKnox,Safely,SCounty,Summer,TendwellCleaning,OglesCleaningTrenton,3-4BR,1-2BR Cabin,Group 2,PF,4BDR,17guest,games,hottub,view,OB05/18/23,Normal,Med 3-4BR; vrbo:3436665; airbnb:889719978078676353",62 %,49 %,0,7
169738,Earl Hodges 513-1 (GAT) -- Snowbird Sanctuary - Center of Gatlinburg!,TRUE,TRUE,available,hostaway,135,132.0,80,,2,Gatlinburg,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Condo,GAT,Group 2,HA1,Katie,NORMAL,Safely,TendwellCleaning,FleurishAlicia,SCounty,1-2BR Cabin,3-4BR,Kyle,NotKnox,2BDR,4guest,OB05/26/23,Key; vrbo:3514394; airbnb:917387756707213582",55 %,46 %,0,12
170187,Earl Hodges 513-3 (GAT) -- Skyline Sanctuary - Wrap Around Deck!,TRUE,TRUE,available,hostaway,140,138.0,80,,2,Gatlinburg,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Condo,GAT,Group 2,HA1,Katie,NORMAL,Safely,TendwellCleaning,FleurishAlicia,SCounty,1-2BR Cabin,3-4BR,Kyle,NotKnox,2BDR,4guest,OB05/26/23,Key,NewWatch; vrbo:3465460; airbnb:990487262595886883",62 %,41 %,0,15
170188,Earl Hodges 513-4 (GAT) -- Convenient Gatlinburg Condo,TRUE,TRUE,available,hostaway,140,140.0,85,,2,Gatlinburg,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Condo,FleurishAlicia,GAT,Group 2,HA1,Katie,NORMAL,NotKnox,Safely,SCounty,1-2BR Cabin,3-4BR,Kyle,2BDR,4guest,OB05/26/23,Key,NewWatch; vrbo:3461911; airbnb:950580102373491508",70 %,48 %,4,25
173889,"Dylan Robinson 3742 (PF) -- Wildwood Retreat -Indoor Pool, Hot Tub & Game Area",TRUE,TRUE,available,hostaway,345,319.0,110,,4,Pigeon Forge,1-4BR Cabins / House,3-4 Bedrooms,"BlessedCleaningTyler,Group 1,HA1,NotKnox,PF,Safely,Summer,3-4BR,SCounty,1-2BR Cabin,Key,High 3-4BR; vrbo:3540573; airbnb:913601694151724001",85 %,74 %,4,10
173935,Dylan Robinson 3746 (PF) -- Timber Pine Lodge - Indoor Pool & Hot Tub!,TRUE,TRUE,available,hostaway,300,300.0,110,,4,Pigeon Forge,1-4BR Cabins / House,3-4 Bedrooms,"BlessedCleaningTyler,Group 1,HA1,NotKnox,PF,Safely,Summer,3-4BR,SCounty,1-2BR Cabin,Key,Med 3-4BR; vrbo:3540574; airbnb:950716255839651427",98 %,81 %,7,16
173994,"Florin Pavel 650 (SCounty) -- Mountain Nature Retreat -Hot Tub, Sauna, Game Room",TRUE,TRUE,available,hostaway,315,295.0,105,,4,Gatlinburg,1-4 BR with MINIMUM REQUESTS,,"Group 1,HA1,NotKnox,Safely,SCounty,Summer,TendwellCleaning,BlessedCleaningTyler,3-4BR,1-2BR Cabin,High 3-4BR; vrbo:3476313; airbnb:913693284379928268",68 %,56 %,0,10
175713,Chris Shotwell 326-106 (BC) -- Elegant End Condo -Fireplace & Community Amenities,TRUE,TRUE,available,hostaway,125,126.0,78,,2,Townsend,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,BCounty,BlessedCleaningTyler,Group 3,HA1,Junior,Katie,NotKnox,Safely,SCounty,1-2BR Condo,3-4BR,BC,Blake,Kyle,Townsend Condo,townsend,community outdoor pool,4guest,2BDR; vrbo:3519778; airbnb:933328705544197131",68 %,60 %,33,47
179643,Laura Oxendine 4808 (KCounty) -- Cozy Creekside Rancher-Heart of Downtown Knoxville,TRUE,TRUE,available,hostaway,180,168.0,104,,3,Knoxville,Knox All listing,Knox 3-4BR,"AdamShaffer,Group 2,HA1,KCounty,Regina,Safely,KnoxStaytion,3-4BR,SCounty,BlessedCleaningTyler,1-2BR Cabin,HA2,Kyle,NotKnox,3BR; vrbo:3529735; airbnb:1060171795704153760",82 %,60 %,0,3
181337,"Nathan Jobe 4515 (PF) -- Million Dollar View-Games, Hottub & Movie Theater!",TRUE,TRUE,available,hostaway,360,373.0,190,,6,Pigeon Forge,5-6 Bedrooms,,"5-6BR,Group 2,HA1,Katie,NORMAL,NotKnox,PF,Safely,TendwellCleaning,OglesCleaningTrenton,SCounty,1-2BR Cabin,3-4BR,Group 1; vrbo:3559050; airbnb:942680424151236469",65 %,54 %,6,9
182772,"Jessica Jarboe 4159 (SCounty) -- Mountain Mist - Secluded Cabin, MTN View, Hot Tub!",TRUE,TRUE,available,hostaway,150,147.0,90,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,BlessedCleaningTyler,Group 2,HA1,Junior,Katie,NotKnox,Safely,SCounty,3-4BR,Blake,Group 3,Kyle; vrbo:3559051; airbnb:940441290264030810",60 %,40 %,4,4
187612,Justin Bailey 6829 (KCounty) -- Airplane Filling Station -Unique Stay in Knoxville,TRUE,TRUE,available,hostaway,100,102.0,75,,1,Knoxville,Knox All listing,Knox 1-2BR,"1-2BR Cabin,EasyBNBAmanda,Group 3,HA2,KCounty,Regina,Safely,KnoxStaytion,SCounty,3-4BR,Kyle,NotKnox,1BR; vrbo:3712540; airbnb:1115190211771235481",12 %,8 %,1,4
191700,"Porter Landreth 616 (GAT) -- Top-Floor Condo | Fireplace, Pool & Balcony Views",TRUE,TRUE,available,hostaway,115,114.0,80,,3,Gatlinburg,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,GAT,Group 2,Katie,NotKnox,Safely,Summer,TendwellCleaning,Key,FleurishAlicia,SCounty,HA3,1-2BR Cabin,Group 1,HA1; vrbo:3597389; airbnb:1117806396287624839",30 %,28 %,7,14
194974,"Candace Morton 1276 (SCity) -- Mountain Breeze - Private Pool, Hot Tub & Games!",TRUE,TRUE,available,hostaway,340,358.0,208,,5,Sevierville,5-6 Bedrooms,,"5-6BR,Group 1,HA1,NotKnox,Safely,SCity,Summer,TendwellCleaning,1-2BR Cabin,3-4BR,Kyle,SCounty,MagicleanAnya; vrbo:3705064; airbnb:1004231337487248647",82 %,67 %,6,6
195316,"Stephanie Bowersock 658 (SCounty) -- Moonshiners Hideout - Hot Tub, Game Room & Pool!",TRUE,TRUE,available,hostaway,345,357.0,140,,3,Gatlinburg,1-4BR Cabins / House,3-4 Bedrooms,"Group 1,HA1,Key,Lily,NotKnox,Safely,SCounty,TendwellCleaning,FleurishAlicia,3-4BR,1-2BR Cabin,High 3-4BR; vrbo:3622325; airbnb:984019361707925240",85 %,64 %,5,9
202530,"Sridhar Kodati 2951 (SCounty) -- Mountain View Manor - Pool, Hot Tub & Game Room!",TRUE,TRUE,available,hostaway,340,339.0,115,,4,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"Group 1,HA1,NotKnox,Safely,SCounty,Summer,TendwellCleaning,BlessedCleaningTyler,3-4BR,1-2BR Cabin,Low 3-4BR; vrbo:3683359; airbnb:1121049333545378143",67 %,60 %,3,3
219208,"Doug Poll 740 (SCounty) -- Private Escape: Firepit, Hot Tub, Pets OK<20lbs",TRUE,TRUE,available,hostaway,225,222.0,100,,4,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"Group 2,HA1,NotKnox,Safely,SCounty,Summer,TendwellCleaning,BlessedCleaningTyler,3-4BR,1-2BR Cabin,NewWatch; vrbo:3833272; airbnb:1079643317307163692",78 %,58 %,5,9
219226,Atlee Hammaker 3129 (KCounty) -- Misty Lake - Hot Tub+Lake Access+Games+MORE!,TRUE,TRUE,available,hostaway,245,259.0,290,,4,Knoxville,Knox All listing,Knox 3-4BR,"3-4BR,Group 2,HA2,KCounty,knoxville,Lily,MadersCleaningTeresa,NORMAL,Safely,SCounty,1-2BR Cabin,KnoxStaytion,Kyle,NotKnox,4BR; vrbo:3778610",52 %,46 %,2,4
221975,JP Davanzo 327 (SCounty) -- Dream on the Stream -HotTub+PoolTable+FirePit+MORE,TRUE,TRUE,available,hostaway,205,206.0,95,,1,Pigeon Forge,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,Group 2,HA1,Katie,NotKnox,Safely,SCounty,TendwellCleaning,OglesCleaningTrenton,Summer,3-4BR,Kyle; vrbo:3811628; airbnb:1066656516892660740",77 %,70 %,0,7
228083,"Lionel Li 1113 (SCounty) -- 4-Story Cozy Cabin w/Hot Tub+Arcade, Pet Friendly!",TRUE,TRUE,available,hostaway,170,169.0,120,,4,Pigeon Forge,1-4 BR with MINIMUM REQUESTS,,"BlessedCleaningTyler,Group 2,HA1,Katie,NORMAL,NotKnox,Pet,Safely,SCounty,3-4BR,Kyle,1-2BR Cabin,NewWatch; vrbo:3819058; airbnb:1065935432562680804",77 %,54 %,0,29
231192,Roger Bell 3729 (PF) -- Papa Bear's Hideaway -Stunning Views+CommunityPOOL,TRUE,TRUE,available,hostaway,105,111.0,75,,2,Pigeon Forge,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,BlessedCleaningTyler,Group 2,Katie,NORMAL,NotKnox,PF,Safely,SCounty,HA3,1-2BR Condo,3-4BR,Kyle,NewWatch; vrbo:3819059; airbnb:1069467029309354880",60 %,46 %,7,18
231216,Walt Ward 2414 (SCounty) -- Wayward Travelers Lodge-HotTub+Theater+Arcade+MORE,TRUE,TRUE,available,hostaway,485,433.0,204,,5,Sevierville,5-6 Bedrooms,,"5-6BR,Group 2,HA1,NotKnox,OglesCleaningTrenton,Safely,SCounty,Summer,1-2BR Cabin,3-4BR,NewWatch; vrbo:3851192; airbnb:1115970057156255640",70 %,61 %,0,3
232744,Matthew Long 1363 (JC) -- Chalet Amelia: A Stunning Lakeside Retreat with Hot Tub & Game Room!,TRUE,TRUE,available,hostaway,145,140.0,80,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,BlessedCleaningTyler,Group 1,HA1,JC,NotKnox,Safely,Summer,SCounty,3-4BR,NewWatch; vrbo:3835198; airbnb:1076098029538215805",87 %,67 %,13,16
244186,Rohan Thakker 653 (PF) -- 5 Mins to Pigeon Forge Strip w/Porch Swing & Grill,TRUE,TRUE,available,hostaway,210,205.0,105,,4,Pigeon Forge,1-4BR Cabins / House,3-4 Bedrooms,"Group 2,HA1,Katie,NotKnox,Pet,PF,TendwellCleaning,BlessedCleaningTyler,Safely,3-4BR,SCounty,1-2BR Cabin,Summer; vrbo:3882475; airbnb:1101419647817131982",78 %,62 %,7,12
257347,"Sandra Pernavaite 1617 (SCounty) -- Allure Woods: View, HotTub, Outdoor Dining & Games",TRUE,TRUE,available,hostaway,190,180.0,90,,2,Sevierville,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,BlessedCleaningTyler,Group 2,HA1,Katie,NotKnox,Safely,SCounty,Summer,3-4BR,Kyle; vrbo:3981556; airbnb:1137642522538288234",87 %,69 %,0,10
268281,"Megan Waymire 3770 (SCounty) -- Ravens Hollow - Private Pool, Hot Tub, & Games!",TRUE,TRUE,available,hostaway,200,198.0,80,,2,Pigeon Forge,1-4BR Cabins / House,1-2 Bedroom Cabins/Houses/Condos,"1-2BR Cabin,BlessedCleaningTyler,Group 2,HA5,Katie,NORMAL,NotKnox,Safely,SCounty,3-4BR,Kyle; vrbo:4108476; airbnb:1156464608076643827",92 %,88 %,0,6
276205,Anthony Simoncini 2852 (PF) -- Private Indoor Pool Cabin w/ Game Room & Hot Tub!,TRUE,TRUE,available,hostaway,300,281.0,100,,3,Pigeon Forge,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,BlessedCleaningTyler,Group 2,HA5,NotKnox,PF,Regina,Safely,SCounty,1-2BR Cabin,Kyle; vrbo:4037368; airbnb:1168850142237790192",65 %,52 %,0,12
276567,Mike Lillie 536 (BC) -- Townsend Gem: Retreat with Hot Tub & Fire Pit,TRUE,TRUE,available,hostaway,190,190.0,95,,3,Townsend,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,BC,BlessedCleaningTyler,Group 2,HA2,Safely,Summer,KnoxStaytion,SCounty,1-2BR Cabin,NotKnox; vrbo:4055361; airbnb:1172401300669517905",48 %,42 %,0,9
277224,"Megan Helms 1469 (SCounty) -- Helms Hollow: Theater, Hot Tub, & Fire Pit!",TRUE,TRUE,available,hostaway,200,194.0,95,,3,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"BlessedCleaningTyler,Group 2,HA2,Lily,NORMAL,NotKnox,Safely,SCounty,3-4BR,1-2BR Cabin,Kyle; vrbo:4097798; airbnb:1178920769005422877",80 %,54 %,6,17
278500,"Nora Merriman 757 (PF) -- Moose Tracks Lodge: Hot Tub, Arcade & Board Games!",TRUE,TRUE,available,hostaway,195,193.0,90,,3,Pigeon Forge,1-4BR Cabins / House,3-4 Bedrooms,"BlessedCleaningTyler,Group 2,HA2,Lily,NORMAL,NotKnox,PF,Safely,3-4BR,SCounty,1-2BR Cabin; vrbo:4112062; airbnb:1188355285286607225",70 %,64 %,4,4
281864,"Misty Mcintyre 2729 (SCounty) -- Buck Board Lodge w/ Hot Tub, Fire Pit & Game Room!",TRUE,TRUE,available,hostaway,165,165.0,100,,4,Sevierville,1-4BR Cabins / House,3-4 Bedrooms,"BlessedCleaningTyler,Group 2,HA2,Lily,NORMAL,NotKnox,Safely,SCounty,3-4BR,1-2BR Cabin,TendwellCleaning; vrbo:4065440",58 %,46 %,18,31
287651,Megan Hatcher 222-205 (KCity) -- Dolly's Downtown Loft - Knoxville!,TRUE,TRUE,available,hostaway,140,132.0,70,,1,Knoxville,Knox All listing,Knox 1-2BR,"1-2BR Condo,Group 3,HA2,KCity,Regina,Safely,TurnoverProDonnita,KnoxStaytion,SCounty,1-2BR Cabin,3-4BR,Group 2,Kyle,1BR; vrbo:4180564; airbnb:1227504277256843614",20 %,13 %,0,1
287653,Lindsey Hatcher 222-206 (KCity) -- Scenic City Loft in Downtown Knoxville!,TRUE,TRUE,available,hostaway,120,131.0,79,,1,Knoxville,Knox All listing,Knox 1-2BR,"1-2BR Condo,Group 2,HA2,KCity,Regina,Safely,TurnoverProDonnita,KnoxStaytion,SCounty,1-2BR Cabin,3-4BR,Kyle,1BR; vrbo:4168124; airbnb:1226875824649252475",30 %,20 %,15,17
291806,"Lucy McCandless 1125 (GAT) -- RidgeView - Games, Fireplace & Pool!",TRUE,TRUE,available,hostaway,195,193.0,100,,4,Gatlinburg,1-4BR Cabins / House,3-4 Bedrooms,"3-4BR,GAT,Group 2,HA2,Lily,NORMAL,NotKnox,Safely,TendwellCleaning,FleurishAlicia,SCounty,1-2BR Cabin,Kyle; vrbo:4176705",72 %,50 %,11,18
